"REF_DATE","GEO","DGUID","Class of electricity producer","Type of electricity generation","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2020-07","Alberta","2016A000248","Total all classes of electricity producer","Wind power turbine","Megawatt hours","210","units","0","v44174635","10.1.8","298975","","","","0"
"2020-08","Alberta","2016A000248","Total all classes of electricity producer","Wind power turbine","Megawatt hours","210","units","0","v44174635","10.1.8","309795","","","","0"
"2020-09","Alberta","2016A000248","Total all classes of electricity producer","Wind power turbine","Megawatt hours","210","units","0","v44174635","10.1.8","344593","","","","0"
"2020-10","Alberta","2016A000248","Total all classes of electricity producer","Wind power turbine","Megawatt hours","210","units","0","v44174635","10.1.8","465677","","","","0"
"2020-11","Alberta","2016A000248","Total all classes of electricity producer","Wind power turbine","Megawatt hours","210","units","0","v44174635","10.1.8","747766","","","","0"
"2020-12","Alberta","2016A000248","Total all classes of electricity producer","Wind power turbine","Megawatt hours","210","units","0","v44174635","10.1.8","685156","","","","0"
"2016-01","Alberta","2016A000248","Total all classes of electricity producer","Solar","Megawatt hours","210","units","0","v1059484927","10.1.9","119","","","","0"
"2016-02","Alberta","2016A000248","Total all classes of electricity producer","Solar","Megawatt hours","210","units","0","v1059484927","10.1.9","109","","","","0"
"2016-03","Alberta","2016A000248","Total all classes of electricity producer","Solar","Megawatt hours","210","units","0","v1059484927","10.1.9","101","","","","0"
"2016-04","Alberta","2016A000248","Total all classes of electricity producer","Solar","Megawatt hours","210","units","0","v1059484927","10.1.9","114","","","","0"
"2016-05","Alberta","2016A000248","Total all classes of electricity producer","Solar","Megawatt hours","210","units","0","v1059484927","10.1.9","150","","","","0"
"2016-06","Alberta","2016A000248","Total all classes of electricity producer","Solar","Megawatt hours","210","units","0","v1059484927","10.1.9","194","","","","0"
"2016-07","Alberta","2016A000248","Total all classes of electricity producer","Solar","Megawatt hours","210","units","0","v1059484927","10.1.9","218","","","","0"
"2016-08","Alberta","2016A000248","Total all classes of electricity producer","Solar","Megawatt hours","210","units","0","v1059484927","10.1.9","210","","","","0"
"2016-09","Alberta","2016A000248","Total all classes of electricity producer","Solar","Megawatt hours","210","units","0","v1059484927","10.1.9","177","","","","0"
"2016-10","Alberta","2016A000248","Total all classes of electricity producer","Solar","Megawatt hours","210","units","0","v1059484927","10.1.9","144","","","","0"
"2016-11","Alberta","2016A000248","Total all classes of electricity producer","Solar","Megawatt hours","210","units","0","v1059484927","10.1.9","127","","","","0"
"2016-12","Alberta","2016A000248","Total all classes of electricity producer","Solar","Megawatt hours","210","units","0","v1059484927","10.1.9","124","","","","0"
"2017-01","Alberta","2016A000248","Total all classes of electricity producer","Solar","Megawatt hours","210","units","0","v1059484927","10.1.9","127","","","","0"
"2017-02","Alberta","2016A000248","Total all classes of electricity producer","Solar","Megawatt hours","210","units","0","v1059484927","10.1.9","99","","","","0"
"2017-03","Alberta","2016A000248","Total all classes of electricity producer","Solar","Megawatt hours","210","units","0","v1059484927","10.1.9","109","","","","0"
"2017-04","Alberta","2016A000248","Total all classes of electricity producer","Solar","Megawatt hours","210","units","0","v1059484927","10.1.9","106","","","","0"
"2017-05","Alberta","2016A000248","Total all classes of electricity producer","Solar","Megawatt hours","210","units","0","v1059484927","10.1.9","153","","","","0"
"2017-06","Alberta","2016A000248","Total all classes of electricity producer","Solar","Megawatt hours","210","units","0","v1059484927","10.1.9","201","","","","0"
"2017-07","Alberta","2016A000248","Total all classes of electricity producer","Solar","Megawatt hours","210","units","0","v1059484927","10.1.9","225","","","","0"
"2017-08","Alberta","2016A000248","Total all classes of electricity producer","Solar","Megawatt hours","210","units","0","v1059484927","10.1.9","210","","","","0"
"2017-09","Alberta","2016A000248","Total all classes of electricity producer","Solar","Megawatt hours","210","units","0","v1059484927","10.1.9","174","","","","0"
"2017-10","Alberta","2016A000248","Total all classes of electricity producer","Solar","Megawatt hours","210","units","0","v1059484927","10.1.9","152","","","","0"
"2017-11","Alberta","2016A000248","Total all classes of electricity producer","Solar","Megawatt hours","210","units","0","v1059484927","10.1.9","135","","","","0"
"2017-12","Alberta","2016A000248","Total all classes of electricity producer","Solar","Megawatt hours","210","units","0","v1059484927","10.1.9","175","","","","0"
"2018-01","Alberta","2016A000248","Total all classes of electricity producer","Solar","Megawatt hours","210","units","0","v1059484927","10.1.9","620","","","","0"
"2018-02","Alberta","2016A000248","Total all classes of electricity producer","Solar","Megawatt hours","210","units","0","v1059484927","10.1.9","1436","","","","0"
"2018-03","Alberta","2016A000248","Total all classes of electricity producer","Solar","Megawatt hours","210","units","0","v1059484927","10.1.9","2819","","","","0"
"2018-04","Alberta","2016A000248","Total all classes of electricity producer","Solar","Megawatt hours","210","units","0","v1059484927","10.1.9","2944","","","","0"
"2018-05","Alberta","2016A000248","Total all classes of electricity producer","Solar","Megawatt hours","210","units","0","v1059484927","10.1.9","3293","","","","0"
"2018-06","Alberta","2016A000248","Total all classes of electricity producer","Solar","Megawatt hours","210","units","0","v1059484927","10.1.9","3206","","","","0"
"2018-07","Alberta","2016A000248","Total all classes of electricity producer","Solar","Megawatt hours","210","units","0","v1059484927","10.1.9","3677","","","","0"
"2018-08","Alberta","2016A000248","Total all classes of electricity producer","Solar","Megawatt hours","210","units","0","v1059484927","10.1.9","2773","","","","0"
"2018-09","Alberta","2016A000248","Total all classes of electricity producer","Solar","Megawatt hours","210","units","0","v1059484927","10.1.9","1898","","","","0"
"2018-10","Alberta","2016A000248","Total all classes of electricity producer","Solar","Megawatt hours","210","units","0","v1059484927","10.1.9","1740","","","","0"
"2018-11","Alberta","2016A000248","Total all classes of electricity producer","Solar","Megawatt hours","210","units","0","v1059484927","10.1.9","648","","","","0"
"2018-12","Alberta","2016A000248","Total all classes of electricity producer","Solar","Megawatt hours","210","units","0","v1059484927","10.1.9","493","","","","0"
"2019-01","Alberta","2016A000248","Total all classes of electricity producer","Solar","Megawatt hours","210","units","0","v1059484927","10.1.9","654","","","","0"
"2019-02","Alberta","2016A000248","Total all classes of electricity producer","Solar","Megawatt hours","210","units","0","v1059484927","10.1.9","490","","","","0"
"2019-03","Alberta","2016A000248","Total all classes of electricity producer","Solar","Megawatt hours","210","units","0","v1059484927","10.1.9","2154","","","","0"
"2019-04","Alberta","2016A000248","Total all classes of electricity producer","Solar","Megawatt hours","210","units","0","v1059484927","10.1.9","2858","","","","0"
"2019-05","Alberta","2016A000248","Total all classes of electricity producer","Solar","Megawatt hours","210","units","0","v1059484927","10.1.9","3065","","","","0"
"2019-06","Alberta","2016A000248","Total all classes of electricity producer","Solar","Megawatt hours","210","units","0","v1059484927","10.1.9","3259","","","","0"
"2019-07","Alberta","2016A000248","Total all classes of electricity producer","Solar","Megawatt hours","210","units","0","v1059484927","10.1.9","3104","","","","0"
"2019-08","Alberta","2016A000248","Total all classes of electricity producer","Solar","Megawatt hours","210","units","0","v1059484927","10.1.9","2897","","","","0"
"2019-09","Alberta","2016A000248","Total all classes of electricity producer","Solar","Megawatt hours","210","units","0","v1059484927","10.1.9","1992","","","","0"
"2019-10","Alberta","2016A000248","Total all classes of electricity producer","Solar","Megawatt hours","210","units","0","v1059484927","10.1.9","1705","","","","0"
"2019-11","Alberta","2016A000248","Total all classes of electricity producer","Solar","Megawatt hours","210","units","0","v1059484927","10.1.9","630","","","","0"
"2019-12","Alberta","2016A000248","Total all classes of electricity producer","Solar","Megawatt hours","210","units","0","v1059484927","10.1.9","441","","","","0"
"2020-01","Alberta","2016A000248","Total all classes of electricity producer","Solar","Megawatt hours","210","units","0","v1059484927","10.1.9","576","","","","0"
"2020-02","Alberta","2016A000248","Total all classes of electricity producer","Solar","Megawatt hours","210","units","0","v1059484927","10.1.9","1397","","","","0"
"2020-03","Alberta","2016A000248","Total all classes of electricity producer","Solar","Megawatt hours","210","units","0","v1059484927","10.1.9","2106","","","","0"
"2020-04","Alberta","2016A000248","Total all classes of electricity producer","Solar","Megawatt hours","210","units","0","v1059484927","10.1.9","2527","","","","0"
"2020-05","Alberta","2016A000248","Total all classes of electricity producer","Solar","Megawatt hours","210","units","0","v1059484927","10.1.9","2988","","","","0"
