"REF_DATE","GEO","DGUID","Sector","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2016","Alberta","2016A000248","Total, Reconciliation with Canada's submission to the United Nations Framework Convention on Climate Change (UNFCCC)","Kilotonnes","198","units","0","v1013974418","10.119","-3303","","","","0"
"2017","Alberta","2016A000248","Total, Reconciliation with Canada's submission to the United Nations Framework Convention on Climate Change (UNFCCC)","Kilotonnes","198","units","0","v1013974418","10.119","-6025","","","","0"
"2018","Alberta","2016A000248","Total, Reconciliation with Canada's submission to the United Nations Framework Convention on Climate Change (UNFCCC)","Kilotonnes","198","units","0","v1013974418","10.119","-8566","","","","0"
"2019","Alberta","2016A000248","Total, Reconciliation with Canada's submission to the United Nations Framework Convention on Climate Change (UNFCCC)","Kilotonnes","198","units","0","v1013974418","10.119","-6944","","","","0"
"2020","Alberta","2016A000248","Total, Reconciliation with Canada's submission to the United Nations Framework Convention on Climate Change (UNFCCC)","Kilotonnes","198","units","0","v1013974418","10.119","-5206","","","","0"
"2009","British Columbia","2016A000259","Total, industries and households","Kilotonnes","198","units","0","v1013974427","11.1","75555","","","","0"
"2010","British Columbia","2016A000259","Total, industries and households","Kilotonnes","198","units","0","v1013974427","11.1","78286","","","","0"
"2011","British Columbia","2016A000259","Total, industries and households","Kilotonnes","198","units","0","v1013974427","11.1","77736","","","","0"
"2012","British Columbia","2016A000259","Total, industries and households","Kilotonnes","198","units","0","v1013974427","11.1","78650","","","","0"
"2013","British Columbia","2016A000259","Total, industries and households","Kilotonnes","198","units","0","v1013974427","11.1","79510","","","","0"
"2014","British Columbia","2016A000259","Total, industries and households","Kilotonnes","198","units","0","v1013974427","11.1","80121","","","","0"
"2015","British Columbia","2016A000259","Total, industries and households","Kilotonnes","198","units","0","v1013974427","11.1","81015","","","","0"
"2016","British Columbia","2016A000259","Total, industries and households","Kilotonnes","198","units","0","v1013974427","11.1","81183","","","","0"
"2017","British Columbia","2016A000259","Total, industries and households","Kilotonnes","198","units","0","v1013974427","11.1","81609","","","","0"
"2018","British Columbia","2016A000259","Total, industries and households","Kilotonnes","198","units","0","v1013974427","11.1","83296","","","","0"
"2019","British Columbia","2016A000259","Total, industries and households","Kilotonnes","198","units","0","v1013974427","11.1","81713","","","","0"
"2020","British Columbia","2016A000259","Total, industries and households","Kilotonnes","198","units","0","v1013974427","11.1","74841","","","","0"
"2009","British Columbia","2016A000259","Total, industries","Kilotonnes","198","units","0","v1013974428","11.2","62527","","","","0"
"2010","British Columbia","2016A000259","Total, industries","Kilotonnes","198","units","0","v1013974428","11.2","65768","","","","0"
"2011","British Columbia","2016A000259","Total, industries","Kilotonnes","198","units","0","v1013974428","11.2","64649","","","","0"
"2012","British Columbia","2016A000259","Total, industries","Kilotonnes","198","units","0","v1013974428","11.2","65754","","","","0"
"2013","British Columbia","2016A000259","Total, industries","Kilotonnes","198","units","0","v1013974428","11.2","66153","","","","0"
"2014","British Columbia","2016A000259","Total, industries","Kilotonnes","198","units","0","v1013974428","11.2","67026","","","","0"
"2015","British Columbia","2016A000259","Total, industries","Kilotonnes","198","units","0","v1013974428","11.2","67725","","","","0"
"2016","British Columbia","2016A000259","Total, industries","Kilotonnes","198","units","0","v1013974428","11.2","67183","","","","0"
"2017","British Columbia","2016A000259","Total, industries","Kilotonnes","198","units","0","v1013974428","11.2","66777","","","","0"
"2018","British Columbia","2016A000259","Total, industries","Kilotonnes","198","units","0","v1013974428","11.2","68499","","","","0"
"2019","British Columbia","2016A000259","Total, industries","Kilotonnes","198","units","0","v1013974428","11.2","66895","","","","0"
"2020","British Columbia","2016A000259","Total, industries","Kilotonnes","198","units","0","v1013974428","11.2","60840","","","","0"
"2009","British Columbia","2016A000259","Total, households","Kilotonnes","198","units","0","v1013974539","11.115","13028","","","","0"
"2010","British Columbia","2016A000259","Total, households","Kilotonnes","198","units","0","v1013974539","11.115","12519","","","","0"
"2011","British Columbia","2016A000259","Total, households","Kilotonnes","198","units","0","v1013974539","11.115","13087","","","","0"
"2012","British Columbia","2016A000259","Total, households","Kilotonnes","198","units","0","v1013974539","11.115","12895","","","","0"
"2013","British Columbia","2016A000259","Total, households","Kilotonnes","198","units","0","v1013974539","11.115","13357","","","","0"
"2014","British Columbia","2016A000259","Total, households","Kilotonnes","198","units","0","v1013974539","11.115","13095","","","","0"
"2015","British Columbia","2016A000259","Total, households","Kilotonnes","198","units","0","v1013974539","11.115","13290","","","","0"
"2016","British Columbia","2016A000259","Total, households","Kilotonnes","198","units","0","v1013974539","11.115","14000","","","","0"
"2017","British Columbia","2016A000259","Total, households","Kilotonnes","198","units","0","v1013974539","11.115","14832","","","","0"
"2018","British Columbia","2016A000259","Total, households","Kilotonnes","198","units","0","v1013974539","11.115","14798","","","","0"
"2019","British Columbia","2016A000259","Total, households","Kilotonnes","198","units","0","v1013974539","11.115","14818","","","","0"
"2020","British Columbia","2016A000259","Total, households","Kilotonnes","198","units","0","v1013974539","11.115","14001","","","","0"
"2009","British Columbia","2016A000259","Total, United Nations Framework Convention on Climate Change (UNFCCC), Canada's submission","Kilotonnes","198","units","0","v1013974542","11.118","59620","","","","0"
"2010","British Columbia","2016A000259","Total, United Nations Framework Convention on Climate Change (UNFCCC), Canada's submission","Kilotonnes","198","units","0","v1013974542","11.118","59276","","","","0"
"2011","British Columbia","2016A000259","Total, United Nations Framework Convention on Climate Change (UNFCCC), Canada's submission","Kilotonnes","198","units","0","v1013974542","11.118","59455","","","","0"
"2012","British Columbia","2016A000259","Total, United Nations Framework Convention on Climate Change (UNFCCC), Canada's submission","Kilotonnes","198","units","0","v1013974542","11.118","59554","","","","0"
"2013","British Columbia","2016A000259","Total, United Nations Framework Convention on Climate Change (UNFCCC), Canada's submission","Kilotonnes","198","units","0","v1013974542","11.118","60644","","","","0"
"2014","British Columbia","2016A000259","Total, United Nations Framework Convention on Climate Change (UNFCCC), Canada's submission","Kilotonnes","198","units","0","v1013974542","11.118","60201","","","","0"
"2015","British Columbia","2016A000259","Total, United Nations Framework Convention on Climate Change (UNFCCC), Canada's submission","Kilotonnes","198","units","0","v1013974542","11.118","60048","","","","0"
"2016","British Columbia","2016A000259","Total, United Nations Framework Convention on Climate Change (UNFCCC), Canada's submission","Kilotonnes","198","units","0","v1013974542","11.118","62431","","","","0"
"2017","British Columbia","2016A000259","Total, United Nations Framework Convention on Climate Change (UNFCCC), Canada's submission","Kilotonnes","198","units","0","v1013974542","11.118","63409","","","","0"
"2018","British Columbia","2016A000259","Total, United Nations Framework Convention on Climate Change (UNFCCC), Canada's submission","Kilotonnes","198","units","0","v1013974542","11.118","65756","","","","0"
"2019","British Columbia","2016A000259","Total, United Nations Framework Convention on Climate Change (UNFCCC), Canada's submission","Kilotonnes","198","units","0","v1013974542","11.118","65028","","","","0"
"2020","British Columbia","2016A000259","Total, United Nations Framework Convention on Climate Change (UNFCCC), Canada's submission","Kilotonnes","198","units","0","v1013974542","11.118","61747","","","","0"
"2009","British Columbia","2016A000259","Total, Reconciliation with Canada's submission to the United Nations Framework Convention on Climate Change (UNFCCC)","Kilotonnes","198","units","0","v1013974543","11.119","-15935","","","","0"
"2010","British Columbia","2016A000259","Total, Reconciliation with Canada's submission to the United Nations Framework Convention on Climate Change (UNFCCC)","Kilotonnes","198","units","0","v1013974543","11.119","-19010","","","","0"
"2011","British Columbia","2016A000259","Total, Reconciliation with Canada's submission to the United Nations Framework Convention on Climate Change (UNFCCC)","Kilotonnes","198","units","0","v1013974543","11.119","-18281","","","","0"
"2012","British Columbia","2016A000259","Total, Reconciliation with Canada's submission to the United Nations Framework Convention on Climate Change (UNFCCC)","Kilotonnes","198","units","0","v1013974543","11.119","-19096","","","","0"
"2013","British Columbia","2016A000259","Total, Reconciliation with Canada's submission to the United Nations Framework Convention on Climate Change (UNFCCC)","Kilotonnes","198","units","0","v1013974543","11.119","-18866","","","","0"
"2014","British Columbia","2016A000259","Total, Reconciliation with Canada's submission to the United Nations Framework Convention on Climate Change (UNFCCC)","Kilotonnes","198","units","0","v1013974543","11.119","-19920","","","","0"
"2015","British Columbia","2016A000259","Total, Reconciliation with Canada's submission to the United Nations Framework Convention on Climate Change (UNFCCC)","Kilotonnes","198","units","0","v1013974543","11.119","-20967","","","","0"
"2016","British Columbia","2016A000259","Total, Reconciliation with Canada's submission to the United Nations Framework Convention on Climate Change (UNFCCC)","Kilotonnes","198","units","0","v1013974543","11.119","-18752","","","","0"
"2017","British Columbia","2016A000259","Total, Reconciliation with Canada's submission to the United Nations Framework Convention on Climate Change (UNFCCC)","Kilotonnes","198","units","0","v1013974543","11.119","-18200","","","","0"
"2018","British Columbia","2016A000259","Total, Reconciliation with Canada's submission to the United Nations Framework Convention on Climate Change (UNFCCC)","Kilotonnes","198","units","0","v1013974543","11.119","-17541","","","","0"
"2019","British Columbia","2016A000259","Total, Reconciliation with Canada's submission to the United Nations Framework Convention on Climate Change (UNFCCC)","Kilotonnes","198","units","0","v1013974543","11.119","-16686","","","","0"
"2020","British Columbia","2016A000259","Total, Reconciliation with Canada's submission to the United Nations Framework Convention on Climate Change (UNFCCC)","Kilotonnes","198","units","0","v1013974543","11.119","-13094","","","","0"
"2009","Yukon","2016A000260","Total, industries and households","Kilotonnes","198","units","0","v1013974552","12.1","586","","","","0"
"2010","Yukon","2016A000260","Total, industries and households","Kilotonnes","198","units","0","v1013974552","12.1","660","","","","0"
"2011","Yukon","2016A000260","Total, industries and households","Kilotonnes","198","units","0","v1013974552","12.1","705","","","","0"
"2012","Yukon","2016A000260","Total, industries and households","Kilotonnes","198","units","0","v1013974552","12.1","708","","","","0"
"2013","Yukon","2016A000260","Total, industries and households","Kilotonnes","198","units","0","v1013974552","12.1","631","","","","0"
"2014","Yukon","2016A000260","Total, industries and households","Kilotonnes","198","units","0","v1013974552","12.1","486","","","","0"
"2015","Yukon","2016A000260","Total, industries and households","Kilotonnes","198","units","0","v1013974552","12.1","519","","","","0"
"2016","Yukon","2016A000260","Total, industries and households","Kilotonnes","198","units","0","v1013974552","12.1","520","","","","0"
"2017","Yukon","2016A000260","Total, industries and households","Kilotonnes","198","units","0","v1013974552","12.1","550","","","","0"
"2018","Yukon","2016A000260","Total, industries and households","Kilotonnes","198","units","0","v1013974552","12.1","617","","","","0"
"2019","Yukon","2016A000260","Total, industries and households","Kilotonnes","198","units","0","v1013974552","12.1","659","","","","0"
"2020","Yukon","2016A000260","Total, industries and households","Kilotonnes","198","units","0","v1013974552","12.1","553","","","","0"
"2009","Yukon","2016A000260","Total, industries","Kilotonnes","198","units","0","v1013974553","12.2","445","","","","0"
"2010","Yukon","2016A000260","Total, industries","Kilotonnes","198","units","0","v1013974553","12.2","509","","","","0"
"2011","Yukon","2016A000260","Total, industries","Kilotonnes","198","units","0","v1013974553","12.2","550","","","","0"
"2012","Yukon","2016A000260","Total, industries","Kilotonnes","198","units","0","v1013974553","12.2","560","","","","0"
"2013","Yukon","2016A000260","Total, industries","Kilotonnes","198","units","0","v1013974553","12.2","484","","","","0"
"2014","Yukon","2016A000260","Total, industries","Kilotonnes","198","units","0","v1013974553","12.2","360","","","","0"
"2015","Yukon","2016A000260","Total, industries","Kilotonnes","198","units","0","v1013974553","12.2","390","","","","0"
"2016","Yukon","2016A000260","Total, industries","Kilotonnes","198","units","0","v1013974553","12.2","392","","","","0"
"2017","Yukon","2016A000260","Total, industries","Kilotonnes","198","units","0","v1013974553","12.2","412","","","","0"
"2018","Yukon","2016A000260","Total, industries","Kilotonnes","198","units","0","v1013974553","12.2","470","","","","0"
"2019","Yukon","2016A000260","Total, industries","Kilotonnes","198","units","0","v1013974553","12.2","499","","","","0"
"2020","Yukon","2016A000260","Total, industries","Kilotonnes","198","units","0","v1013974553","12.2","403","","","","0"
"2009","Yukon","2016A000260","Total, households","Kilotonnes","198","units","0","v1013974664","12.115","141","","","","0"
"2010","Yukon","2016A000260","Total, households","Kilotonnes","198","units","0","v1013974664","12.115","151","","","","0"
"2011","Yukon","2016A000260","Total, households","Kilotonnes","198","units","0","v1013974664","12.115","155","","","","0"
"2012","Yukon","2016A000260","Total, households","Kilotonnes","198","units","0","v1013974664","12.115","148","","","","0"
"2013","Yukon","2016A000260","Total, households","Kilotonnes","198","units","0","v1013974664","12.115","147","","","","0"
"2014","Yukon","2016A000260","Total, households","Kilotonnes","198","units","0","v1013974664","12.115","126","","","","0"
"2015","Yukon","2016A000260","Total, households","Kilotonnes","198","units","0","v1013974664","12.115","129","","","","0"
"2016","Yukon","2016A000260","Total, households","Kilotonnes","198","units","0","v1013974664","12.115","128","","","","0"
"2017","Yukon","2016A000260","Total, households","Kilotonnes","198","units","0","v1013974664","12.115","139","","","","0"
"2018","Yukon","2016A000260","Total, households","Kilotonnes","198","units","0","v1013974664","12.115","147","","","","0"
"2019","Yukon","2016A000260","Total, households","Kilotonnes","198","units","0","v1013974664","12.115","160","","","","0"
"2020","Yukon","2016A000260","Total, households","Kilotonnes","198","units","0","v1013974664","12.115","149","","","","0"
"2009","Yukon","2016A000260","Total, United Nations Framework Convention on Climate Change (UNFCCC), Canada's submission","Kilotonnes","198","units","0","v1013974667","12.118","580","","","","0"
"2010","Yukon","2016A000260","Total, United Nations Framework Convention on Climate Change (UNFCCC), Canada's submission","Kilotonnes","198","units","0","v1013974667","12.118","648","","","","0"
"2011","Yukon","2016A000260","Total, United Nations Framework Convention on Climate Change (UNFCCC), Canada's submission","Kilotonnes","198","units","0","v1013974667","12.118","686","","","","0"
"2012","Yukon","2016A000260","Total, United Nations Framework Convention on Climate Change (UNFCCC), Canada's submission","Kilotonnes","198","units","0","v1013974667","12.118","679","","","","0"
"2013","Yukon","2016A000260","Total, United Nations Framework Convention on Climate Change (UNFCCC), Canada's submission","Kilotonnes","198","units","0","v1013974667","12.118","601","","","","0"
"2014","Yukon","2016A000260","Total, United Nations Framework Convention on Climate Change (UNFCCC), Canada's submission","Kilotonnes","198","units","0","v1013974667","12.118","501","","","","0"
"2015","Yukon","2016A000260","Total, United Nations Framework Convention on Climate Change (UNFCCC), Canada's submission","Kilotonnes","198","units","0","v1013974667","12.118","530","","","","0"
"2016","Yukon","2016A000260","Total, United Nations Framework Convention on Climate Change (UNFCCC), Canada's submission","Kilotonnes","198","units","0","v1013974667","12.118","528","","","","0"
"2017","Yukon","2016A000260","Total, United Nations Framework Convention on Climate Change (UNFCCC), Canada's submission","Kilotonnes","198","units","0","v1013974667","12.118","564","","","","0"
"2018","Yukon","2016A000260","Total, United Nations Framework Convention on Climate Change (UNFCCC), Canada's submission","Kilotonnes","198","units","0","v1013974667","12.118","645","","","","0"
"2019","Yukon","2016A000260","Total, United Nations Framework Convention on Climate Change (UNFCCC), Canada's submission","Kilotonnes","198","units","0","v1013974667","12.118","692","","","","0"
"2020","Yukon","2016A000260","Total, United Nations Framework Convention on Climate Change (UNFCCC), Canada's submission","Kilotonnes","198","units","0","v1013974667","12.118","601","","","","0"
"2009","Yukon","2016A000260","Total, Reconciliation with Canada's submission to the United Nations Framework Convention on Climate Change (UNFCCC)","Kilotonnes","198","units","0","v1013974668","12.119","-6","","","","0"
"2010","Yukon","2016A000260","Total, Reconciliation with Canada's submission to the United Nations Framework Convention on Climate Change (UNFCCC)","Kilotonnes","198","units","0","v1013974668","12.119","-12","","","","0"
"2011","Yukon","2016A000260","Total, Reconciliation with Canada's submission to the United Nations Framework Convention on Climate Change (UNFCCC)","Kilotonnes","198","units","0","v1013974668","12.119","-19","","","","0"
"2012","Yukon","2016A000260","Total, Reconciliation with Canada's submission to the United Nations Framework Convention on Climate Change (UNFCCC)","Kilotonnes","198","units","0","v1013974668","12.119","-29","","","","0"
"2013","Yukon","2016A000260","Total, Reconciliation with Canada's submission to the United Nations Framework Convention on Climate Change (UNFCCC)","Kilotonnes","198","units","0","v1013974668","12.119","-30","","","","0"
"2014","Yukon","2016A000260","Total, Reconciliation with Canada's submission to the United Nations Framework Convention on Climate Change (UNFCCC)","Kilotonnes","198","units","0","v1013974668","12.119","15","","","","0"
"2015","Yukon","2016A000260","Total, Reconciliation with Canada's submission to the United Nations Framework Convention on Climate Change (UNFCCC)","Kilotonnes","198","units","0","v1013974668","12.119","11","","","","0"
"2016","Yukon","2016A000260","Total, Reconciliation with Canada's submission to the United Nations Framework Convention on Climate Change (UNFCCC)","Kilotonnes","198","units","0","v1013974668","12.119","8","","","","0"
"2017","Yukon","2016A000260","Total, Reconciliation with Canada's submission to the United Nations Framework Convention on Climate Change (UNFCCC)","Kilotonnes","198","units","0","v1013974668","12.119","14","","","","0"
"2018","Yukon","2016A000260","Total, Reconciliation with Canada's submission to the United Nations Framework Convention on Climate Change (UNFCCC)","Kilotonnes","198","units","0","v1013974668","12.119","28","","","","0"
"2019","Yukon","2016A000260","Total, Reconciliation with Canada's submission to the United Nations Framework Convention on Climate Change (UNFCCC)","Kilotonnes","198","units","0","v1013974668","12.119","33","","","","0"
"2020","Yukon","2016A000260","Total, Reconciliation with Canada's submission to the United Nations Framework Convention on Climate Change (UNFCCC)","Kilotonnes","198","units","0","v1013974668","12.119","48","","","","0"
"2009","Northwest Territories","2016A000261","Total, industries and households","Kilotonnes","198","units","0","v1013974677","13.1","1892","","","","0"
"2010","Northwest Territories","2016A000261","Total, industries and households","Kilotonnes","198","units","0","v1013974677","13.1","1930","","","","0"
"2011","Northwest Territories","2016A000261","Total, industries and households","Kilotonnes","198","units","0","v1013974677","13.1","2049","","","","0"
"2012","Northwest Territories","2016A000261","Total, industries and households","Kilotonnes","198","units","0","v1013974677","13.1","2051","","","","0"
"2013","Northwest Territories","2016A000261","Total, industries and households","Kilotonnes","198","units","0","v1013974677","13.1","2018","","","","0"
"2014","Northwest Territories","2016A000261","Total, industries and households","Kilotonnes","198","units","0","v1013974677","13.1","2072","","","","0"
"2015","Northwest Territories","2016A000261","Total, industries and households","Kilotonnes","198","units","0","v1013974677","13.1","2080","","","","0"
"2016","Northwest Territories","2016A000261","Total, industries and households","Kilotonnes","198","units","0","v1013974677","13.1","1962","","","","0"
"2017","Northwest Territories","2016A000261","Total, industries and households","Kilotonnes","198","units","0","v1013974677","13.1","2165","","","","0"
"2018","Northwest Territories","2016A000261","Total, industries and households","Kilotonnes","198","units","0","v1013974677","13.1","2129","","","","0"
"2019","Northwest Territories","2016A000261","Total, industries and households","Kilotonnes","198","units","0","v1013974677","13.1","2299","","","","0"
"2020","Northwest Territories","2016A000261","Total, industries and households","Kilotonnes","198","units","0","v1013974677","13.1","1830","","","","0"
"2009","Northwest Territories","2016A000261","Total, industries","Kilotonnes","198","units","0","v1013974678","13.2","1698","","","","0"
"2010","Northwest Territories","2016A000261","Total, industries","Kilotonnes","198","units","0","v1013974678","13.2","1765","","","","0"
"2011","Northwest Territories","2016A000261","Total, industries","Kilotonnes","198","units","0","v1013974678","13.2","1864","","","","0"
"2012","Northwest Territories","2016A000261","Total, industries","Kilotonnes","198","units","0","v1013974678","13.2","1894","","","","0"
"2013","Northwest Territories","2016A000261","Total, industries","Kilotonnes","198","units","0","v1013974678","13.2","1866","","","","0"
"2014","Northwest Territories","2016A000261","Total, industries","Kilotonnes","198","units","0","v1013974678","13.2","1894","","","","0"
"2015","Northwest Territories","2016A000261","Total, industries","Kilotonnes","198","units","0","v1013974678","13.2","1901","","","","0"
"2016","Northwest Territories","2016A000261","Total, industries","Kilotonnes","198","units","0","v1013974678","13.2","1806","","","","0"
"2017","Northwest Territories","2016A000261","Total, industries","Kilotonnes","198","units","0","v1013974678","13.2","2032","","","","0"
"2018","Northwest Territories","2016A000261","Total, industries","Kilotonnes","198","units","0","v1013974678","13.2","1988","","","","0"
"2019","Northwest Territories","2016A000261","Total, industries","Kilotonnes","198","units","0","v1013974678","13.2","2156","","","","0"
"2020","Northwest Territories","2016A000261","Total, industries","Kilotonnes","198","units","0","v1013974678","13.2","1700","","","","0"
"2009","Northwest Territories","2016A000261","Total, households","Kilotonnes","198","units","0","v1013974789","13.115","193","","","","0"
"2010","Northwest Territories","2016A000261","Total, households","Kilotonnes","198","units","0","v1013974789","13.115","164","","","","0"
"2011","Northwest Territories","2016A000261","Total, households","Kilotonnes","198","units","0","v1013974789","13.115","185","","","","0"
"2012","Northwest Territories","2016A000261","Total, households","Kilotonnes","198","units","0","v1013974789","13.115","157","","","","0"
"2013","Northwest Territories","2016A000261","Total, households","Kilotonnes","198","units","0","v1013974789","13.115","152","","","","0"
"2014","Northwest Territories","2016A000261","Total, households","Kilotonnes","198","units","0","v1013974789","13.115","177","","","","0"
"2015","Northwest Territories","2016A000261","Total, households","Kilotonnes","198","units","0","v1013974789","13.115","179","","","","0"
"2016","Northwest Territories","2016A000261","Total, households","Kilotonnes","198","units","0","v1013974789","13.115","156","","","","0"
"2017","Northwest Territories","2016A000261","Total, households","Kilotonnes","198","units","0","v1013974789","13.115","133","","","","0"
"2018","Northwest Territories","2016A000261","Total, households","Kilotonnes","198","units","0","v1013974789","13.115","141","","","","0"
"2019","Northwest Territories","2016A000261","Total, households","Kilotonnes","198","units","0","v1013974789","13.115","144","","","","0"
"2020","Northwest Territories","2016A000261","Total, households","Kilotonnes","198","units","0","v1013974789","13.115","130","","","","0"
"2009","Northwest Territories","2016A000261","Total, United Nations Framework Convention on Climate Change (UNFCCC), Canada's submission","Kilotonnes","198","units","0","v1013974792","13.118","1468","","","","0"
"2010","Northwest Territories","2016A000261","Total, United Nations Framework Convention on Climate Change (UNFCCC), Canada's submission","Kilotonnes","198","units","0","v1013974792","13.118","1490","","","","0"
"2011","Northwest Territories","2016A000261","Total, United Nations Framework Convention on Climate Change (UNFCCC), Canada's submission","Kilotonnes","198","units","0","v1013974792","13.118","1484","","","","0"
"2012","Northwest Territories","2016A000261","Total, United Nations Framework Convention on Climate Change (UNFCCC), Canada's submission","Kilotonnes","198","units","0","v1013974792","13.118","1569","","","","0"
"2013","Northwest Territories","2016A000261","Total, United Nations Framework Convention on Climate Change (UNFCCC), Canada's submission","Kilotonnes","198","units","0","v1013974792","13.118","1573","","","","0"
"2014","Northwest Territories","2016A000261","Total, United Nations Framework Convention on Climate Change (UNFCCC), Canada's submission","Kilotonnes","198","units","0","v1013974792","13.118","1538","","","","0"
"2015","Northwest Territories","2016A000261","Total, United Nations Framework Convention on Climate Change (UNFCCC), Canada's submission","Kilotonnes","198","units","0","v1013974792","13.118","1570","","","","0"
"2016","Northwest Territories","2016A000261","Total, United Nations Framework Convention on Climate Change (UNFCCC), Canada's submission","Kilotonnes","198","units","0","v1013974792","13.118","1496","","","","0"
"2017","Northwest Territories","2016A000261","Total, United Nations Framework Convention on Climate Change (UNFCCC), Canada's submission","Kilotonnes","198","units","0","v1013974792","13.118","1576","","","","0"
"2018","Northwest Territories","2016A000261","Total, United Nations Framework Convention on Climate Change (UNFCCC), Canada's submission","Kilotonnes","198","units","0","v1013974792","13.118","1601","","","","0"
"2019","Northwest Territories","2016A000261","Total, United Nations Framework Convention on Climate Change (UNFCCC), Canada's submission","Kilotonnes","198","units","0","v1013974792","13.118","1580","","","","0"
"2020","Northwest Territories","2016A000261","Total, United Nations Framework Convention on Climate Change (UNFCCC), Canada's submission","Kilotonnes","198","units","0","v1013974792","13.118","1401","","","","0"
"2009","Northwest Territories","2016A000261","Total, Reconciliation with Canada's submission to the United Nations Framework Convention on Climate Change (UNFCCC)","Kilotonnes","198","units","0","v1013974793","13.119","-423","","","","0"
"2010","Northwest Territories","2016A000261","Total, Reconciliation with Canada's submission to the United Nations Framework Convention on Climate Change (UNFCCC)","Kilotonnes","198","units","0","v1013974793","13.119","-440","","","","0"
"2011","Northwest Territories","2016A000261","Total, Reconciliation with Canada's submission to the United Nations Framework Convention on Climate Change (UNFCCC)","Kilotonnes","198","units","0","v1013974793","13.119","-565","","","","0"
"2012","Northwest Territories","2016A000261","Total, Reconciliation with Canada's submission to the United Nations Framework Convention on Climate Change (UNFCCC)","Kilotonnes","198","units","0","v1013974793","13.119","-482","","","","0"
"2013","Northwest Territories","2016A000261","Total, Reconciliation with Canada's submission to the United Nations Framework Convention on Climate Change (UNFCCC)","Kilotonnes","198","units","0","v1013974793","13.119","-445","","","","0"
"2014","Northwest Territories","2016A000261","Total, Reconciliation with Canada's submission to the United Nations Framework Convention on Climate Change (UNFCCC)","Kilotonnes","198","units","0","v1013974793","13.119","-533","","","","0"
"2015","Northwest Territories","2016A000261","Total, Reconciliation with Canada's submission to the United Nations Framework Convention on Climate Change (UNFCCC)","Kilotonnes","198","units","0","v1013974793","13.119","-510","","","","0"
"2016","Northwest Territories","2016A000261","Total, Reconciliation with Canada's submission to the United Nations Framework Convention on Climate Change (UNFCCC)","Kilotonnes","198","units","0","v1013974793","13.119","-466","","","","0"
"2017","Northwest Territories","2016A000261","Total, Reconciliation with Canada's submission to the United Nations Framework Convention on Climate Change (UNFCCC)","Kilotonnes","198","units","0","v1013974793","13.119","-589","","","","0"
"2018","Northwest Territories","2016A000261","Total, Reconciliation with Canada's submission to the United Nations Framework Convention on Climate Change (UNFCCC)","Kilotonnes","198","units","0","v1013974793","13.119","-528","","","","0"
"2019","Northwest Territories","2016A000261","Total, Reconciliation with Canada's submission to the United Nations Framework Convention on Climate Change (UNFCCC)","Kilotonnes","198","units","0","v1013974793","13.119","-719","","","","0"
"2020","Northwest Territories","2016A000261","Total, Reconciliation with Canada's submission to the United Nations Framework Convention on Climate Change (UNFCCC)","Kilotonnes","198","units","0","v1013974793","13.119","-429","","","","0"
"2009","Nunavut","2016A000262","Total, industries and households","Kilotonnes","198","units","0","v1013974802","14.1","436","","","","0"
"2010","Nunavut","2016A000262","Total, industries and households","Kilotonnes","198","units","0","v1013974802","14.1","462","","","","0"
"2011","Nunavut","2016A000262","Total, industries and households","Kilotonnes","198","units","0","v1013974802","14.1","455","","","","0"
"2012","Nunavut","2016A000262","Total, industries and households","Kilotonnes","198","units","0","v1013974802","14.1","516","","","","0"
"2013","Nunavut","2016A000262","Total, industries and households","Kilotonnes","198","units","0","v1013974802","14.1","646","","","","0"
"2014","Nunavut","2016A000262","Total, industries and households","Kilotonnes","198","units","0","v1013974802","14.1","668","","","","0"
"2015","Nunavut","2016A000262","Total, industries and households","Kilotonnes","198","units","0","v1013974802","14.1","652","","","","0"
"2016","Nunavut","2016A000262","Total, industries and households","Kilotonnes","198","units","0","v1013974802","14.1","685","","","","0"
"2017","Nunavut","2016A000262","Total, industries and households","Kilotonnes","198","units","0","v1013974802","14.1","708","","","","0"
"2018","Nunavut","2016A000262","Total, industries and households","Kilotonnes","198","units","0","v1013974802","14.1","762","","","","0"
"2019","Nunavut","2016A000262","Total, industries and households","Kilotonnes","198","units","0","v1013974802","14.1","944","","","","0"
"2020","Nunavut","2016A000262","Total, industries and households","Kilotonnes","198","units","0","v1013974802","14.1","803","","","","0"
"2009","Nunavut","2016A000262","Total, industries","Kilotonnes","198","units","0","v1013974803","14.2","412","","","","0"
"2010","Nunavut","2016A000262","Total, industries","Kilotonnes","198","units","0","v1013974803","14.2","437","","","","0"
"2011","Nunavut","2016A000262","Total, industries","Kilotonnes","198","units","0","v1013974803","14.2","428","","","","0"
"2012","Nunavut","2016A000262","Total, industries","Kilotonnes","198","units","0","v1013974803","14.2","488","","","","0"
"2013","Nunavut","2016A000262","Total, industries","Kilotonnes","198","units","0","v1013974803","14.2","614","","","","0"
"2014","Nunavut","2016A000262","Total, industries","Kilotonnes","198","units","0","v1013974803","14.2","605","","","","0"
"2015","Nunavut","2016A000262","Total, industries","Kilotonnes","198","units","0","v1013974803","14.2","559","","","","0"
"2016","Nunavut","2016A000262","Total, industries","Kilotonnes","198","units","0","v1013974803","14.2","622","","","","0"
"2017","Nunavut","2016A000262","Total, industries","Kilotonnes","198","units","0","v1013974803","14.2","651","","","","0"
