station,year,swe,lat,lon,ele,z
1C23,2005,1065,52.73333333,-120.55,1687,0.521087022
1C23,2006,854,52.73333333,-120.55,1687,-0.816651446
1C23,2007,1226,52.73333333,-120.55,1687,1.541825854
1C23,2008,1024,52.73333333,-120.55,1687,0.26114732
1C23,2009,1013,52.73333333,-120.55,1687,0.1914074
1C23,2010,876,52.73333333,-120.55,1687,-0.677171606
1C23,2011,1051,52.73333333,-120.55,1687,0.432327124
1C23,2012,1173,52.73333333,-120.55,1687,1.205806239
1C23,2013,1055,52.73333333,-120.55,1687,0.457687095
1C23,2015,749,52.73333333,-120.55,1687,-1.482350684
1C23,2017,888,52.73333333,-120.55,1687,-0.601091693
1C23,2019,857,52.73333333,-120.55,1687,-0.797631468
1C23,2021,1051,52.73333333,-120.55,1687,0.432327124
1C37,1995,780,50.78333333,-122.7333333,1980,0.740505447
1C37,1996,708,50.78333333,-122.7333333,1980,0.320848687
1C37,1997,834,50.78333333,-122.7333333,1980,1.055248017
1C37,1998,652,50.78333333,-122.7333333,1980,-0.005551015
1C37,1999,1010,50.78333333,-122.7333333,1980,2.081075653
1C37,2000,678,50.78333333,-122.7333333,1980,0.145991704
1C37,2001,526,50.78333333,-122.7333333,1980,-0.739950346
1C37,2002,740,50.78333333,-122.7333333,1980,0.507362803
1C37,2003,590,50.78333333,-122.7333333,1980,-0.366922114
1C37,2004,494,50.78333333,-122.7333333,1980,-0.926464461
1C37,2005,440,50.78333333,-122.7333333,1980,-1.241207031
1C37,2006,588,50.78333333,-122.7333333,1980,-0.378579247
1C37,2007,934,50.78333333,-122.7333333,1980,1.638104628
1C37,2008,790,50.78333333,-122.7333333,1980,0.798791108
1C37,2009,328,50.78333333,-122.7333333,1980,-1.894006436
1C37,2011,746,50.78333333,-122.7333333,1980,0.542334199
1C37,2014,446,50.78333333,-122.7333333,1980,-1.206235635
1C37,2015,504,50.78333333,-122.7333333,1980,-0.8681788
1C37,2016,684,50.78333333,-122.7333333,1980,0.1809631
1C37,2017,734,50.78333333,-122.7333333,1980,0.472391406
1C37,2019,506,50.78333333,-122.7333333,1980,-0.856521668
1C39,1995,716,50.83333333,-123.45,1393,0.658374978
1C39,1996,604,50.83333333,-123.45,1393,0.055201174
1C39,1997,648,50.83333333,-123.45,1393,0.292162311
1C39,1998,640,50.83333333,-123.45,1393,0.249078468
1C39,1999,1086,50.83333333,-123.45,1393,2.651002724
1C39,2000,546,50.83333333,-123.45,1393,-0.257156689
1C39,2001,364,50.83333333,-123.45,1393,-1.23731412
1C39,2002,628,50.83333333,-123.45,1393,0.184452703
1C39,2003,558,50.83333333,-123.45,1393,-0.192530924
1C39,2004,446,50.83333333,-123.45,1393,-0.795704728
1C39,2005,356,50.83333333,-123.45,1393,-1.280397964
1C39,2006,608,50.83333333,-123.45,1393,0.076743096
1C39,2007,910,50.83333333,-123.45,1393,1.703158175
